"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1761754449872335343","https://twitter.com/BMW_Indonesia/status/1761754449872335343","https://t.co/gPtlT3fUNZ","2024-02-25 14:06 +0000","93.0","10.0","0.10752688172043011","0.0","0.0","2.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","7","7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1761754427336294630","https://twitter.com/BMW_Indonesia/status/1761754427336294630","Thank you for visiting BMW at IIMS 2024. The #EverlastingJOY of driving the future lives on! 

Until we meet again at the next BMW experience!

#DriveTheFuture https://t.co/bYKG3Gnkbg","2024-02-25 14:06 +0000","509.0","50.0","0.09823182711198428","0.0","1.0","5.0","6.0","0.0","1.0","2.0","0.0","0","0","0","0","0","35","35","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1761305786444034315","https://twitter.com/BMW_Indonesia/status/1761305786444034315","Experience THE 2 with a test drive at IIMS until 25 February 2024, and feel the sophistication on the road.","2024-02-24 08:23 +0000","83.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1761305780907614359","https://twitter.com/BMW_Indonesia/status/1761305780907614359","Agility redefined in THE 218 Gran Coupé's sleek form. With bold character and uncompromising performance, it sets new standards, boasting high-end tech and perfectly tuned dynamics.

#DriveTheFuture #EverlastingJOY https://t.co/Y5Z7zQikDm","2024-02-24 08:23 +0000","249.0","20.0","0.08032128514056225","0.0","2.0","5.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","13","13","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1761018128639922302","https://twitter.com/BMW_Indonesia/status/1761018128639922302","With supportive M Sport seats embracing you through every challenging corner, accelerating from 0-100 in just 3.9 seconds becomes a symphony of power and comfort.

Head to IIMS, and catch THE M3 Competition exclusively until 25 February 2024.

#DriveTheFuture #EverlastingJOY","2024-02-23 13:20 +0000","70.0","1.0","0.014285714285714285","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1761018123837428001","https://twitter.com/BMW_Indonesia/status/1761018123837428001","Crafted for ultimate performance, where every detail is meticulously refined for excellence with every curve.

Feel the thrill as aerodynamic features slice through the air, while the standard M Sport Differential and Adaptive M Suspension ensure unparalleled agility. https://t.co/Ep4qfjsRh0","2024-02-23 13:20 +0000","203.0","17.0","0.08374384236453201","0.0","1.0","4.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","11","11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1760668298226860163","https://twitter.com/BMW_Indonesia/status/1760668298226860163","This underscores our commitment to supporting government efforts to boost sustainability with emission-free driving on the road. 

Join us in driving the future by exploring our electric lineup until 25 February 2024.","2024-02-22 14:10 +0000","66.0","1.0","0.015151515151515152","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1760668293676011980","https://twitter.com/BMW_Indonesia/status/1760668293676011980","Today at IIMS 2024, BMW Group Indonesia, along with PT PLN (Persero), PT Haleyora Power, and PT Tri Energi Berkarya, announced a strategic collaboration aiming to offer bundled electric vehicle services, enhancing convenience for BMW i Series customers. https://t.co/4evRDKQIqJ","2024-02-22 14:10 +0000","110.0","3.0","0.02727272727272727","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1760668279344157107","https://twitter.com/BMW_Indonesia/status/1760668279344157107","Owning a BMW EV comes with ease as we no longer have to worry about charging at home. 

#DriveTheFuture #EverlastingJOY https://t.co/a0El9dld1K","2024-02-22 14:10 +0000","339.0","20.0","0.058997050147492625","0.0","1.0","4.0","4.0","1.0","0.0","2.0","0.0","0","0","0","0","0","8","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1760193071013384313","https://twitter.com/BMW_Indonesia/status/1760193071013384313","The 8th generation of THE 3 captivates with its bold, muscular look and intuitive technology, ensuring #EverlastingJOY in every turn.

Enjoy exclusive offers with installments starting from 11.6 Mio and test drive the #Legacy3volved exclusively at IIMS until 25 February 2024. https://t.co/sPXQ50zD8d","2024-02-21 06:41 +0000","342.0","29.0","0.0847953216374269","0.0","0.0","9.0","1.0","0.0","2.0","1.0","0.0","0","0","0","0","0","16","16","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
