presence_handle,published_at,report_generated_at,captured_at,caption,image,post_link,post_type,posted_by,spend,reach,reach_paid,reach_organic,reach_organic_viral,reach_organic_non_viral,fan_reach,fan_reach_rate,impressions,impressions_paid,impressions_organic,impressions_organic_viral,impressions_organic_non_viral,engaged_users,engaged_page_fans,engaged_non_page_fans,page_fans,social_engagement_total,social_engagement_total_post_only,engagement_total,social_engagement_total_organic,social_engagement_total_paid,reactions,likes_post_only,loves_post_only,hahas_post_only,wows_post_only,sads_post_only,angrys_post_only,likes,loves,hahas,wows,sads,angrys,negative_feedback,negative_feedback_unique,fan_post_impressions,fan_post_impressions_paid,fan_reach_paid,video_viewers,video_viewers_organic,video_viewers_paid,total_time_viewed_reels_and_videos,video_view_length_organic,video_view_length_paid,reactions_organic,reactions_paid,reactions_post_only,comments,comments_organic,comments_paid,comments_post_only,shares,shares_organic,shares_paid,shares_post_only,consumptions_via_insights,link_clicks_via_insights,photo_views_via_insights,video_plays_via_insights,other_clicks_via_insights,consumptions_via_ads,link_clicks_via_ads,photo_views_via_ads,video_plays_via_ads,other_clicks_via_ads,facebook_engagement_rate,social_engagement_rate_by_reach,social_engagement_rate_by_reach_paid,social_engagement_rate_by_reach_organic,social_engagement_rate_by_impression,social_engagement_rate_by_impression_paid,social_engagement_rate_by_impression_organic,engagement_rate_by_reach,engagement_rate_by_impression,engagement_rate_by_page_fan,social_engagement_rate_by_page_fan,live_video_viewers,video_length_reels_and_videos,average_watch_length_reels_and_videos,average_percent_viewed_video,video_view_rate_by_impression,views_reels_and_videos,video_views_organic,video_views_paid,30_second_video_views,30_second_video_views_organic,30_second_video_views_paid,10_second_video_views,10_second_video_views_organic,10_second_video_views_paid,video_views_to_95,video_views_to_95_organic,video_views_to_95_paid,30_second_video_view_rate,30_second_video_view_rate_organic,30_second_video_view_rate_paid,95_video_view_rate,95_video_view_rate_organic,95_video_view_rate_paid,post_tag_ugc,post_tag_contests
BMWIndonesia,2024-03-11 08:00:30,2024-04-03 15:46:58,2024-03-27 13:15:10,"Within the peaceful hush, where silence reigns supreme, we embrace the Saka New Year with hearts resonating in #EverlastingJOY. Happy Nyepi Day.",https://d1fufsnuanxyqc.cloudfront.net/195487454216_811968150957440,https://www.facebook.com/644655054355418/posts/811968150957440,photo,"Leverate Socmed",0,1364,0,1364,3,1364,1093,0.00708378700679214,1409,0,1409,3,1406,24,9,15,154296,23,21,28,23,0,22,18,2,0,0,0,0,18,3,1,0,0,0,0,0,1140,,,,,,,,,22,0,20,0,0,0,0,1,1,0,1,5,,,,5,0,0,0,0,0,0.017595307917888565,0.01686217008797654,,0.016825164594001463,0.016323633782824698,,0.016323633782824698,0.020527859237536656,0.0198722498225692,0.00018146938352257998,0.0001490641364649764,,,,,,,,,,,,,,,,,,,,,,,,0,0
BMWIndonesia,2024-03-11 20:02:26,2024-04-03 15:46:58,2024-03-27 13:15:10,"Welcoming Ramadan, where the warmth of togetherness and the spirit of giving intertwine to create #EverlastingJOY in every journey.",https://d1fufsnuanxyqc.cloudfront.net/195487454216_812585060895749,https://www.facebook.com/644655054355418/posts/812585060895749,photo,"Leverate Socmed",0,1303,0,1303,7,1299,1044,0.006766215585627624,1334,0,1334,8,1326,22,10,12,154296,19,19,24,19,0,18,13,5,0,0,0,0,13,5,0,0,0,0,0,0,1082,,,,,,,,,18,0,18,0,0,0,0,1,1,0,1,5,,,,5,0,0,0,0,0,0.01688411358403684,0.014581734458940905,,0.01454823889739663,0.01424287856071964,,0.01424287856071964,0.01841903300076746,0.017991004497751123,0.00015554518587649713,0.00012313993881889356,,,,,,,,,,,,,,,,,,,,,,,,0,0
BMWIndonesia,2024-03-13 20:18:54,2024-04-03 15:46:58,2024-03-27 18:56:59,"With its striking presence, bold lines, and race-inspired engineering, the X3M commands the road and ignites your passion for driving. From city streets to off-road adventures, it delivers #EverlastingJOY on wheels like no other. To discover more about THE X3M, visit our website or get in touch with @bmw.eurokars. #TheUltimateBMW",https://d1fufsnuanxyqc.cloudfront.net/195487454216_813789457441976,https://www.facebook.com/644655054355418/posts/813789457441976,photo,Instagram,0,2616,0,2616,0,2616,2193,0.014213401948266587,2714,0,2714,0,2714,73,56,17,154291,28,28,89,28,0,24,19,5,0,0,0,0,19,5,0,0,0,0,0,0,2311,,,,,,,,,24,0,24,4,4,0,4,0,0,0,0,61,,45,,16,0,0,0,0,0,0.02790519877675841,0.010703363914373088,,0.010703363914373088,0.010316875460574797,,0.010316875460574797,0.034021406727828746,0.03279292557111275,0.000576832090011731,0.0001814752642733536,,,,,,,,,,,,,,,,,,,,,,,,0,0
BMWIndonesia,2024-03-18 17:00:02,2024-04-03 15:46:58,2024-04-01 09:40:30,"Feel the high-performance and exclusivity in THE X4M, boasting 510 horsepower and accelerating from 0-100 km/h in just 3.8 seconds. With its dynamic handling, courtesy of Adaptive M Suspension and M Sport brakes, every drive becomes a symphony of precision and #EverlastingJOY. Visit our website or connect with @bmw.eurokars, to explore more about THE X4M. #TheUltimateBMW",https://d1fufsnuanxyqc.cloudfront.net/195487454216_816562947164627,https://www.facebook.com/644655054355418/posts/816562947164627,photo,"Leverate Socmed",0,3085,0,3085,0,3085,2641,0.01711922525944604,3122,0,3122,0,3122,107,69,38,154271,39,38,137,39,0,37,28,8,0,0,0,0,29,8,0,0,0,0,0,0,2716,,,,,,,,,37,0,36,2,2,0,2,0,0,0,0,98,,67,,31,0,0,0,0,0,0.034683954619124796,0.012641815235008104,,0.012641815235008104,0.012491992312620116,,0.012491992312620116,0.044408427876823336,0.0438821268417681,0.00088804765639686,0.0002528018875874273,,,,,,,,,,,,,,,,,,,,,,,,0,0
BMWIndonesia,2024-03-18 21:25:23,2024-04-03 15:46:58,2024-04-01 09:40:30,"This Ramadan, join us at 'Drive For Change Ramadan On Tour' to get up close with THE iX1 and see THE NEW i4 eDrive35 for the first time. For more information, please contact your preferred BMW Authorized Dealer.",https://d1fufsnuanxyqc.cloudfront.net/195487454216_816854107135511,https://www.facebook.com/644655054355418/posts/816854107135511,photo,"Anastasha Yanuar",0,1935,0,1935,0,1935,1637,0.010611197178990218,1981,0,1981,0,1981,22,13,9,154271,11,11,24,11,0,11,8,3,0,0,0,0,8,3,0,0,0,0,0,0,1682,,,,,,,,,11,0,11,0,0,0,0,0,0,0,0,13,,9,,4,0,0,0,0,0,0.011369509043927648,0.005684754521963824,,0.005684754521963824,0.005552751135790005,,0.005552751135790005,0.012403100775193798,0.012115093387178193,0.00015557039236149375,0.00007130309649901796,,,,,,,,,,,,,,,,,,,,,,,,0,0
BMWIndonesia,2024-03-20 09:25:25,2024-04-03 15:46:58,2024-04-03 13:20:26,"This Ramadan, join us at 'Drive For Change Ramadan On Tour' to get up close with THE iX1 and see THE NEW i4 eDrive35 for the first time. For more information, please contact your preferred BMW Authorized Dealer.",https://d1fufsnuanxyqc.cloudfront.net/195487454216_817777257043196,https://www.facebook.com/644655054355418/posts/817777257043196,photo,"Anastasha Yanuar",0,1725,0,1725,0,1725,1430,0.009269582803951565,1836,0,1836,0,1836,21,12,9,154268,8,8,23,8,0,8,6,2,0,0,0,0,6,2,0,0,0,0,0,0,1536,,,,,,,,,8,0,8,0,0,0,0,0,0,0,0,15,,10,,5,0,0,0,0,0,0.01217391304347826,0.00463768115942029,,0.00463768115942029,0.004357298474945534,,0.004357298474945534,0.013333333333333334,0.01252723311546841,0.00014909119195166852,0.00005185780589623253,,,,,,,,,,,,,,,,,,,,,,,,0,0
BMWIndonesia,2024-03-25 17:07:22,2024-04-03 15:46:58,2024-04-03 13:20:26,"Envision our 8th generation iconic business sedan, now leading the way with 100% electric. Stay tuned. #EverlastingJOY",https://d1fufsnuanxyqc.cloudfront.net/195487454216_821096930044562,https://www.facebook.com/644655054355418/posts/821096930044562,photo,"Leverate Socmed",0,1758,0,1758,0,1758,1341,0.008693228228033555,1797,0,1797,0,1797,21,11,10,154258,12,12,21,12,0,12,11,1,0,0,0,0,11,1,0,0,0,0,1,1,1373,,,,,,,,,12,0,12,0,0,0,0,0,0,0,0,9,,3,,6,0,0,0,0,0,0.011945392491467578,0.006825938566552901,,0.006825938566552901,0.00667779632721202,,0.00667779632721202,0.011945392491467578,0.011686143572621035,0.00013613556509224804,0.0000777917514812846,,,,,,,,,,,,,,,,,,,,,,,,0,0
BMWIndonesia,2024-03-25 19:30:03,2024-04-03 15:46:58,2024-04-03 13:20:26,"A bold and elegant shape that elevates your electrifying journey. Stay tuned on 26 March. #EverlastingJOY",https://d1fufsnuanxyqc.cloudfront.net/195487454216_821117443375844,https://www.facebook.com/644655054355418/posts/821117443375844,photo,"Leverate Socmed",0,1531,0,1531,0,1531,1311,0.008498748849330343,1576,0,1576,0,1576,19,10,9,154258,15,15,19,15,0,15,13,2,0,0,0,0,13,2,0,0,0,0,0,0,1337,,,,,,,,,15,0,15,0,0,0,0,0,0,0,0,4,,,,4,0,0,0,0,0,0.012410189418680601,0.009797517962116264,,0.009797517962116264,0.00951776649746193,,0.00951776649746193,0.012410189418680601,0.012055837563451776,0.0001231702731787006,0.00009723968935160575,,,,,,,,,,,,,,,,,,,,,,,,0,0
BMWIndonesia,2024-03-26 18:53:12,2024-04-03 15:46:58,2024-04-03 13:20:26,"Introducing The First-Ever 100% electric BMW i5, where driving dynamics harmonize with electrifying performance. This advanced generation of the iconic business sedan marks a new era of electrification, showcasing elegance and modernity through its progressive design, intuitive technology, and sustainable materials. #THEi5 #AllElectricBusinessSedan #EverlastingJOY",https://d1fufsnuanxyqc.cloudfront.net/195487454216_821737639980491,https://www.facebook.com/644655054355418/posts/821737639980491,photo,"Anastasha Yanuar",0,25478,0,25478,253,26027,2025,0.013127187864644107,25478,0,25478,259,25219,696,35,661,154260,531,519,773,531,0,514,417,74,3,0,2,4,430,75,3,0,2,4,2,2,2099,,,,,,,,,514,0,500,4,4,0,4,15,15,0,15,242,,8,,234,0,0,0,0,0,0.027317685846612764,0.02084151032263129,,0.020205479452054795,0.02084151032263129,,0.02084151032263129,0.03033990109113745,0.03033990109113745,0.005011020355244393,0.003442240373395566,,,,,,,,,,,,,,,,,,,,,,,,0,0
BMWIndonesia,2024-03-27 12:32:26,2024-04-03 15:46:58,2024-04-03 13:20:26,"More dynamic than ever, featuring a wealth of digital innovations and, for the first time, all-electric drive, we proudly introduced the 8th generation of the world’s best-selling business sedan, the BMW i5 eDrive40 M Sport. Alongside this launch, we also introduced our unwavering commitment to ensuring uninterrupted Sheer Driving Pleasure for all BMW customers through RELAX. WE CARE. For #WhateverHappens, rest assured, we'll be there to help you. Contact your BMW authorized dealer to learn more about THE i5 and our array of BMW services, or visit bmw.co.id for more information. #THEi5 #AllElectricBusinessSedan #WhateverHappens #EverlastingJOY",https://d1fufsnuanxyqc.cloudfront.net/195487454216_822206006600321,https://www.facebook.com/644655054355418/posts/822206006600321,photo,"Leverate Socmed",0,3488,0,3488,18,3482,3045,0.019739784904412767,3647,0,3647,18,3629,209,145,64,154257,49,47,272,49,0,44,38,4,0,0,0,0,40,4,0,0,0,0,0,0,3140,,,,,,,,,44,0,42,4,4,0,4,1,1,0,1,223,,170,,53,0,0,0,0,0,0.0599197247706422,0.01404816513761468,,0.014,0.013435700575815739,,0.013435700575815739,0.0779816513761468,0.0745818480943241,0.0017632911310345722,0.0003176517111054928,,,,,,,,,,,,,,,,,,,,,,,,0,0
BMWIndonesia,2024-03-27 19:27:56,2024-04-03 15:46:58,2024-04-03 13:20:26,"Experience the world’s best-selling business sedan in 100% electric, The First-Ever BMW i5 eDrive40 M Sport. Connect with your preferred authorized BMW dealer or visit bmw.co.id, to discover more about THE i5. #THEi5 #AllElectricBusinessSedan #EverlastingJOY",https://d1fufsnuanxyqc.cloudfront.net/195487454216_822390093248579,https://www.facebook.com/644655054355418/posts/822390093248579,photo,"Leverate Socmed",0,3145,0,3145,1,3145,2726,0.017671463762478933,3322,0,3322,1,3321,138,92,46,154260,45,44,171,45,0,42,34,7,0,0,0,0,35,7,0,0,0,0,0,0,2887,,,,,,,,,42,0,41,2,2,0,2,1,1,0,1,126,,99,,27,0,0,0,0,0,0.043879173290937996,0.014308426073131956,,0.014303877940241577,0.013546056592414209,,0.013546056592414209,0.05437201907790143,0.051475015051173995,0.0011085180863477247,0.00029171528588098014,,,,,,,,,,,,,,,,,,,,,,,,0,0
