"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1729095859944800566","https://twitter.com/BMW_Indonesia/status/1729095859944800566","To learn more about BMW i charging, click the link in bio or contact your nearest dealer.","2023-11-27 11:12 +0000","64.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1729095856148889689","https://twitter.com/BMW_Indonesia/status/1729095856148889689","Enjoy a home charging solution with the BMW Wallbox, designed for your BMW i Series or Plug-in Hybrid. It offers up to 22 kW of power, showcases an LED status bar for progress updates, and comes with a wall mount and cable holder for a neat installation. https://t.co/k2qcdkds84","2023-11-27 11:12 +0000","391.0","21.0","0.05370843989769821","0.0","1.0","3.0","7.0","0.0","0.0","1.0","0.0","0","0","0","0","0","9","9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1726558951922446353","https://twitter.com/BMW_Indonesia/status/1726558951922446353","Learn more about the no. 1  premium electric vehicle by visiting https://t.co/T64tUXSJIp or contact your preferred BMW Authorized Dealers.","2023-11-20 11:11 +0000","95.0","1.0","0.010526315789473684","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1726558948520816956","https://twitter.com/BMW_Indonesia/status/1726558948520816956","With our unwavering commitment to a more sustainable tomorrow, we are delighted to deliver THE iX to the Ministry of the State Secretariat for notable state guest events. 

THE iX is 100% electric, allowing you to drive without any local emissions or fossil fuels.

#BornElectric https://t.co/Qm172ztN5z","2023-11-20 11:11 +0000","904.0","37.0","0.04092920353982301","0.0","1.0","6.0","5.0","0.0","0.0","1.0","0.0","0","0","0","0","0","24","24","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1725161486123720884","https://twitter.com/BMW_Indonesia/status/1725161486123720884","Come visit us and see the very limited edition of THE 8 X JEFF KOONS at Art Jakarta, JIEXPO Kemayoran, 17-19 November 2023. We can't wait to meet you, see you there!","2023-11-16 14:38 +0000","136.0","1.0","0.007352941176470588","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1725161480020992421","https://twitter.com/BMW_Indonesia/status/1725161480020992421","We're officially Art Jakarta’s VIP Mobility Partner. BMW will provide THE iX for an electrifying and emissions-free experience unique to our Sheer Driving Pleasure for all the artists coming.

On top of that, THE 8 X JEFF KOONS will also be present as an exclusive display. https://t.co/MnJhNWoVZe","2023-11-16 14:38 +0000","615.0","19.0","0.030894308943089432","0.0","1.0","4.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","13","13","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1724807782535504056","https://twitter.com/BMW_Indonesia/status/1724807782535504056","The lineup for this prestigious occasion includes THE THE M2, THE M3, THE M4, THE XM, and THE i4, which will take on the role of the lead car during this event.

Learn more about the BMW M and i Series on https://t.co/T64tUXSJIp. https://t.co/KeTuN1TNeR","2023-11-15 15:13 +0000","137.0","9.0","0.06569343065693431","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","7","7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1724807756589482458","https://twitter.com/BMW_Indonesia/status/1724807756589482458","This exciting event is scheduled to take place from November 17-19, 2023, at Pertamina Mandalika International Circuit in Lombok. https://t.co/wmOK0PM7vO","2023-11-15 15:13 +0000","136.0","4.0","0.029411764705882353","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1724807718308118656","https://twitter.com/BMW_Indonesia/status/1724807718308118656","In collaboration with BMW Eurokars, BMW Indonesia is delighted to announce the delivery of five high-performance BMW vehicles in support of the Pertamax Turbo Ultimate Experience 2023 event. https://t.co/5EOw8YvuaQ","2023-11-15 15:13 +0000","751.0","54.0","0.07190412782956059","0.0","1.0","5.0","2.0","0.0","0.0","5.0","0.0","0","0","0","0","0","41","41","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1724405596336820237","https://twitter.com/BMW_Indonesia/status/1724405596336820237","Its presence signifies a commitment to environmental responsibility, showcasing how innovation can seamlessly blend with luxury.

To know more about THE i7, visit https://t.co/T64tUXSJIp or contact your preferred BMW Authorized Dealers. https://t.co/a4kpYjTfxX","2023-11-14 12:35 +0000","103.0","8.0","0.07766990291262135","0.0","0.0","2.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","5","5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
