"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1630169812566671361","https://twitter.com/BMW_Indonesia/status/1630169812566671361","For more information, visit https://t.co/T64tUXSJIp or contact your nearest BMW Authorized Dealer.","2023-02-27 11:35 +0000","246.0","2.0","0.008130081300813009","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1630169808057823232","https://twitter.com/BMW_Indonesia/status/1630169808057823232","Take a closer look at our latest and most iconic models, presented exclusively at the BMW Exhibition only at Plaza Senayan Wing Area, 3-5 March 2023.

You can also test drive your desired BMW and experience the Sheer Driving Pleasure. https://t.co/VOJOuPSBx6","2023-02-27 11:35 +0000","844.0","11.0","0.013033175355450236","0.0","1.0","5.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","5","5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1629724215191687168","https://twitter.com/BMW_Indonesia/status/1629724215191687168","*Only applicable for purchase of BMW with 2023 NIK.","2023-02-26 06:05 +0000","357.0","1.0","0.0028011204481792717","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1629724208505982977","https://twitter.com/BMW_Indonesia/status/1629724208505982977","This is the luxury you deserve, and the luxury you can enjoy. BMW Service Inclusive and BMW warranty now extended to 5 years* will guarantee your peace of mind, #WhateverHappens.

See all that BMW Service entails by visiting https://t.co/1ZBSjs20d2.

#BMWIndonesia #DrivenByJoy https://t.co/lToxKEq5FB","2023-02-26 06:05 +0000","501.0","7.0","0.013972055888223553","0.0","1.0","2.0","3.0","0.0","0.0","0.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1629096172714598400","https://twitter.com/BMW_Indonesia/status/1629096172714598400","An outstanding exterior meets a ground-breaking interior. This is the new face of ultimate luxury. Coming soon.  

Visit and register your interest at https://t.co/T64tUXSJIp. https://t.co/QltykAi6aZ","2023-02-24 12:29 +0000","337.0","9.0","0.026706231454005934","1.0","0.0","2.0","0.0","1.0","0.0","0.0","0.0","0","0","0","0","0","5","5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1628739729826131970","https://twitter.com/BMW_Indonesia/status/1628739729826131970","Find out more about the #Legacy3volved, during BMW On Tour. Check out our Stories highlight to see the participating BMW Authorized Dealers.

#BMWIndonesia #DrivenByJoy #SheerDrivingPleasure https://t.co/BVjkxgndAP","2023-02-23 12:53 +0000","363.0","2.0","0.005509641873278237","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1628739723001995264","https://twitter.com/BMW_Indonesia/status/1628739723001995264","The 8th generation of #THE3 is inspired by a motorsport design (hint: THE M3), giving the legend a more muscular look, and expressing more dynamism. https://t.co/uB5ZkyUmFE","2023-02-23 12:53 +0000","592.0","9.0","0.015202702702702704","0.0","1.0","1.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","5","5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1628360214952177664","https://twitter.com/BMW_Indonesia/status/1628360214952177664","#WhateverHappens, we are here for you. Always. For your peace of mind BMW Warranty now extended to 5 years*.

Find out more by visit https://t.co/T64tUXSJIp

*Only applicable for purchase of BMW with 2023 NIK.

#BMWIndonesia #SheerDrivingPleasure #DrivenByJoy https://t.co/y9B3nAhKl5","2023-02-22 11:45 +0000","374.0","10.0","0.026737967914438502","0.0","0.0","3.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","6","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1626558453442568193","https://twitter.com/BMW_Indonesia/status/1626558453442568193","Experience the joy of driving the BMW 320i Sport and find out more of our BMW Corporate Program in the upcoming BMW On Tour.

For more info, visit https://t.co/T64tUXSJIp or contact your nearest BMW Authorized Dealers. 

#DrivenByJoy #THE3 #Legacy3volved
#BMWIndonesia https://t.co/juUh3M8exL","2023-02-17 12:25 +0000","312.0","5.0","0.016025641025641024","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","4","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1626558433515417601","https://twitter.com/BMW_Indonesia/status/1626558433515417601","With the success of the BMW Corporate Program and the big enthusiasm for THE NEW 3, we are excited to announce that the BMW 320i Sport is now available to our corporate customers.

#DrivenByJoy #THE3 #Legacy3volved
#BMWIndonesia #SheerDrivingPleasure https://t.co/bSiYzwRWmI","2023-02-17 12:25 +0000","1138.0","35.0","0.030755711775043937","0.0","3.0","9.0","5.0","0.0","0.0","0.0","0.0","0","0","0","0","0","18","18","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1624011297032658944","https://twitter.com/BMW_Indonesia/status/1624011297032658944","Kemewahan dan kemegahan THE NEW X7 kini dapat Anda nikmati. Geser gambar untuk mengetahui jadwal BMW on Tour di dealer kami.

Info lebih lanjut seputar THE NEW X7 kunjungi website kami di https://t.co/1ZBSjs20d2 atau dealer resmi terdekat.

#THEX7 #DrivenByJoy #NextLevelofLuxury https://t.co/Ud66k1eefk","2023-02-10 11:44 +0000","314.0","18.0","0.05732484076433121","1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","15","15","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1622927271987412992","https://twitter.com/BMW_Indonesia/status/1622927271987412992","Enjoy a seamless everyday driving experience with BMW's latest iDrive 8 Operating System, complete with the wide curved display on a generously spanned dashboard of THE NEW X7.

To learn more about THE NEW X7 ➡️ https://t.co/PNNsG2wvMB

#THEX7 #NextLevelofLuxury
#DrivenByJoy https://t.co/CoNdcDtmbm","2023-02-07 11:56 +0000","448.0","11.0","0.024553571428571428","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0","0","0","0","0","8","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1620753850121736192","https://twitter.com/BMW_Indonesia/status/1620753850121736192","Prepare to embark on a joyful journey in exceptional comfort. Ready for tomorrow?

#DrivenByJoy #BMWIndonesia #SheerDrivingPleasure https://t.co/1G4V3XgsKF","2023-02-01 12:00 +0000","816.0","22.0","0.02696078431372549","1.0","2.0","7.0","2.0","0.0","1.0","0.0","0.0","0","0","0","0","0","9","9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
